archetype,avg_time_opening,avg_time_middlegame,avg_time_endgame,low_time_move_ratio,time_trouble_frequency,avg_position_complexity,material_imbalance_freq,piece_activity_score,opening_aggression_score,book_deviation_move,num_moves
Positional Grinders,1.2320316851987707,3.582879489420373,5.572097406777996,0.07283641032104896,0.03493021072431271,28.533026933750957,0.45659676787800124,32.032723602277684,58.99525675937059,10.004161960407188,61.814256601394
Tactical Battlers,2.0290962373587966,5.077639062331331,6.234440742587427,0.04154006192576021,0.02694328564820618,33.81347476997381,0.6036926888160483,29.716528020704533,61.773472172250244,9.931728156681302,67.82975870767753
Time Scramblers,0.7279408183237435,1.8233041459713761,2.5666271511725047,0.2788631964357429,0.0719232724909877,30.97265431777186,0.5578572009239623,30.426998029022755,57.73321398690702,9.552630587202197,71.11490709647529
